order_item_id,created_at,order_id,product_id,is_primary_item,price_usd,cogs_usd,order_item_date,order_item_time
72,03-04-2012 16:31,72,1,1,49.99,19.49,03-04-2012,16:31:50
73,03-04-2012 16:36,73,1,1,49.99,19.49,03-04-2012,16:36:02
74,03-04-2012 19:09,74,1,1,49.99,19.49,03-04-2012,19:09:43
75,04-04-2012 07:47,75,1,1,49.99,19.49,04-04-2012,07:47:38
76,04-04-2012 11:13,76,1,1,49.99,19.49,04-04-2012,11:13:55
77,04-04-2012 11:34,77,1,1,49.99,19.49,04-04-2012,11:34:52
78,04-04-2012 18:21,78,1,1,49.99,19.49,04-04-2012,18:21:44
79,04-04-2012 19:00,79,1,1,49.99,19.49,04-04-2012,19:00:06
80,05-04-2012 10:34,80,1,1,49.99,19.49,05-04-2012,10:34:00
81,05-04-2012 13:15,81,1,1,49.99,19.49,05-04-2012,13:15:34
82,05-04-2012 20:11,82,1,1,49.99,19.49,05-04-2012,20:11:27
83,06-04-2012 04:04,83,1,1,49.99,19.49,06-04-2012,04:04:23
84,06-04-2012 12:16,84,1,1,49.99,19.49,06-04-2012,12:16:39
85,06-04-2012 17:13,85,1,1,49.99,19.49,06-04-2012,17:13:09
86,06-04-2012 22:48,86,1,1,49.99,19.49,06-04-2012,22:48:48
87,07-04-2012 04:47,87,1,1,49.99,19.49,07-04-2012,04:47:20
88,07-04-2012 16:15,88,1,1,49.99,19.49,07-04-2012,16:15:03
89,07-04-2012 16:55,89,1,1,49.99,19.49,07-04-2012,16:55:38
90,08-04-2012 02:25,90,1,1,49.99,19.49,08-04-2012,02:25:16
91,08-04-2012 05:52,91,1,1,49.99,19.49,08-04-2012,05:52:53
92,08-04-2012 20:50,92,1,1,49.99,19.49,08-04-2012,20:50:48
93,08-04-2012 21:10,93,1,1,49.99,19.49,08-04-2012,21:10:18
94,08-04-2012 22:33,94,1,1,49.99,19.49,08-04-2012,22:33:08
95,09-04-2012 09:49,95,1,1,49.99,19.49,09-04-2012,09:49:50
96,09-04-2012 09:50,96,1,1,49.99,19.49,09-04-2012,09:50:14
97,09-04-2012 11:25,97,1,1,49.99,19.49,09-04-2012,11:25:30
98,09-04-2012 15:01,98,1,1,49.99,19.49,09-04-2012,15:01:23
99,09-04-2012 19:48,99,1,1,49.99,19.49,09-04-2012,19:48:47
100,09-04-2012 20:28,100,1,1,49.99,19.49,09-04-2012,20:28:57
101,09-04-2012 22:56,101,1,1,49.99,19.49,09-04-2012,22:56:37
102,09-04-2012 23:25,102,1,1,49.99,19.49,09-04-2012,23:25:30
103,10-04-2012 14:21,103,1,1,49.99,19.49,10-04-2012,14:21:17
104,10-04-2012 16:40,104,1,1,49.99,19.49,10-04-2012,16:40:18
105,10-04-2012 22:27,105,1,1,49.99,19.49,10-04-2012,22:27:09
106,11-04-2012 14:13,106,1,1,49.99,19.49,11-04-2012,14:13:17
107,11-04-2012 15:22,107,1,1,49.99,19.49,11-04-2012,15:22:47
108,11-04-2012 16:38,108,1,1,49.99,19.49,11-04-2012,16:38:56
109,11-04-2012 20:19,109,1,1,49.99,19.49,11-04-2012,20:19:28
110,11-04-2012 21:59,110,1,1,49.99,19.49,11-04-2012,21:59:27
111,12-04-2012 10:03,111,1,1,49.99,19.49,12-04-2012,10:03:06
112,12-04-2012 10:51,112,1,1,49.99,19.49,12-04-2012,10:51:25
113,12-04-2012 13:30,113,1,1,49.99,19.49,12-04-2012,13:30:14
114,12-04-2012 15:50,114,1,1,49.99,19.49,12-04-2012,15:50:47
115,13-04-2012 02:13,115,1,1,49.99,19.49,13-04-2012,02:13:16
116,13-04-2012 14:53,116,1,1,49.99,19.49,13-04-2012,14:53:49
117,14-04-2012 23:26,117,1,1,49.99,19.49,14-04-2012,23:26:48
118,15-04-2012 09:00,118,1,1,49.99,19.49,15-04-2012,09:00:37
119,15-04-2012 13:20,119,1,1,49.99,19.49,15-04-2012,13:20:39
120,15-04-2012 15:10,120,1,1,49.99,19.49,15-04-2012,15:10:58
121,15-04-2012 16:36,121,1,1,49.99,19.49,15-04-2012,16:36:31
122,16-04-2012 13:22,122,1,1,49.99,19.49,16-04-2012,13:22:52
123,16-04-2012 14:54,123,1,1,49.99,19.49,16-04-2012,14:54:24
124,16-04-2012 15:03,124,1,1,49.99,19.49,16-04-2012,15:03:23
125,16-04-2012 17:59,125,1,1,49.99,19.49,16-04-2012,17:59:57
126,16-04-2012 19:33,126,1,1,49.99,19.49,16-04-2012,19:33:33
127,17-04-2012 19:20,127,1,1,49.99,19.49,17-04-2012,19:20:42
128,18-04-2012 10:28,128,1,1,49.99,19.49,18-04-2012,10:28:38
129,18-04-2012 12:10,129,1,1,49.99,19.49,18-04-2012,12:10:33
130,18-04-2012 18:51,130,1,1,49.99,19.49,18-04-2012,18:51:07
131,18-04-2012 19:59,131,1,1,49.99,19.49,18-04-2012,19:59:44
132,19-04-2012 07:42,132,1,1,49.99,19.49,19-04-2012,07:42:08
133,19-04-2012 13:21,133,1,1,49.99,19.49,19-04-2012,13:21:03
134,19-04-2012 14:19,134,1,1,49.99,19.49,19-04-2012,14:19:40
135,19-04-2012 14:20,135,1,1,49.99,19.49,19-04-2012,14:20:15
136,19-04-2012 19:02,136,1,1,49.99,19.49,19-04-2012,19:02:48
137,19-04-2012 21:50,137,1,1,49.99,19.49,19-04-2012,21:50:45
138,20-04-2012 14:02,138,1,1,49.99,19.49,20-04-2012,14:02:15
139,21-04-2012 17:39,139,1,1,49.99,19.49,21-04-2012,17:39:59
140,22-04-2012 11:01,140,1,1,49.99,19.49,22-04-2012,11:01:02
141,22-04-2012 16:58,141,1,1,49.99,19.49,22-04-2012,16:58:22
142,22-04-2012 21:22,142,1,1,49.99,19.49,22-04-2012,21:22:31
143,23-04-2012 11:07,143,1,1,49.99,19.49,23-04-2012,11:07:52
144,23-04-2012 11:27,144,1,1,49.99,19.49,23-04-2012,11:27:53
145,23-04-2012 12:31,145,1,1,49.99,19.49,23-04-2012,12:31:17
146,23-04-2012 17:12,146,1,1,49.99,19.49,23-04-2012,17:12:15
147,23-04-2012 20:59,147,1,1,49.99,19.49,23-04-2012,20:59:07
148,23-04-2012 22:39,148,1,1,49.99,19.49,23-04-2012,22:39:58
149,23-04-2012 22:57,149,1,1,49.99,19.49,23-04-2012,22:57:17
150,24-04-2012 19:22,150,1,1,49.99,19.49,24-04-2012,19:22:17
151,24-04-2012 23:13,151,1,1,49.99,19.49,24-04-2012,23:13:26
152,25-04-2012 21:05,152,1,1,49.99,19.49,25-04-2012,21:05:32
153,26-04-2012 15:35,153,1,1,49.99,19.49,26-04-2012,15:35:59
154,26-04-2012 17:43,154,1,1,49.99,19.49,26-04-2012,17:43:19
155,26-04-2012 22:22,155,1,1,49.99,19.49,26-04-2012,22:22:55
156,27-04-2012 01:22,156,1,1,49.99,19.49,27-04-2012,01:22:32
157,27-04-2012 19:42,157,1,1,49.99,19.49,27-04-2012,19:42:18
158,29-04-2012 16:58,158,1,1,49.99,19.49,29-04-2012,16:58:56
159,30-04-2012 12:14,159,1,1,49.99,19.49,30-04-2012,12:14:59
160,01-05-2012 03:50,160,1,1,49.99,19.49,01-05-2012,03:50:09
161,01-05-2012 10:34,161,1,1,49.99,19.49,01-05-2012,10:34:08
162,01-05-2012 11:20,162,1,1,49.99,19.49,01-05-2012,11:20:19
163,01-05-2012 12:10,163,1,1,49.99,19.49,01-05-2012,12:10:41
164,01-05-2012 16:25,164,1,1,49.99,19.49,01-05-2012,16:25:31
165,02-05-2012 11:50,165,1,1,49.99,19.49,02-05-2012,11:50:21
166,02-05-2012 12:56,166,1,1,49.99,19.49,02-05-2012,12:56:44
167,02-05-2012 17:15,167,1,1,49.99,19.49,02-05-2012,17:15:10
168,02-05-2012 17:24,168,1,1,49.99,19.49,02-05-2012,17:24:00
169,03-05-2012 09:03,169,1,1,49.99,19.49,03-05-2012,09:03:53
170,03-05-2012 09:40,170,1,1,49.99,19.49,03-05-2012,09:40:22
171,03-05-2012 15:19,171,1,1,49.99,19.49,03-05-2012,15:19:38
172,03-05-2012 16:24,172,1,1,49.99,19.49,03-05-2012,16:24:32
173,03-05-2012 23:52,173,1,1,49.99,19.49,03-05-2012,23:52:58
174,04-05-2012 05:22,174,1,1,49.99,19.49,04-05-2012,05:22:36
175,04-05-2012 10:24,175,1,1,49.99,19.49,04-05-2012,10:24:35
176,04-05-2012 16:56,176,1,1,49.99,19.49,04-05-2012,16:56:05
177,08-05-2012 15:59,177,1,1,49.99,19.49,08-05-2012,15:59:05
178,08-05-2012 16:18,178,1,1,49.99,19.49,08-05-2012,16:18:21
179,09-05-2012 01:00,179,1,1,49.99,19.49,09-05-2012,01:00:09
180,09-05-2012 01:40,180,1,1,49.99,19.49,09-05-2012,01:40:07
181,09-05-2012 09:04,181,1,1,49.99,19.49,09-05-2012,09:04:41
182,09-05-2012 10:16,182,1,1,49.99,19.49,09-05-2012,10:16:50
183,09-05-2012 13:36,183,1,1,49.99,19.49,09-05-2012,13:36:25
184,09-05-2012 14:59,184,1,1,49.99,19.49,09-05-2012,14:59:36
185,09-05-2012 17:01,185,1,1,49.99,19.49,09-05-2012,17:01:21
186,09-05-2012 17:41,186,1,1,49.99,19.49,09-05-2012,17:41:14
187,10-05-2012 09:54,187,1,1,49.99,19.49,10-05-2012,09:54:16
188,10-05-2012 18:45,188,1,1,49.99,19.49,10-05-2012,18:45:17
189,10-05-2012 21:29,189,1,1,49.99,19.49,10-05-2012,21:29:58
190,11-05-2012 11:10,190,1,1,49.99,19.49,11-05-2012,11:10:14
191,11-05-2012 15:06,191,1,1,49.99,19.49,11-05-2012,15:06:01
192,11-05-2012 21:20,192,1,1,49.99,19.49,11-05-2012,21:20:08
193,12-05-2012 20:44,193,1,1,49.99,19.49,12-05-2012,20:44:15
194,13-05-2012 08:21,194,1,1,49.99,19.49,13-05-2012,08:21:23
195,13-05-2012 15:56,195,1,1,49.99,19.49,13-05-2012,15:56:25
196,13-05-2012 17:04,196,1,1,49.99,19.49,13-05-2012,17:04:33
197,14-05-2012 18:33,197,1,1,49.99,19.49,14-05-2012,18:33:40
198,14-05-2012 18:51,198,1,1,49.99,19.49,14-05-2012,18:51:18
199,15-05-2012 03:20,199,1,1,49.99,19.49,15-05-2012,03:20:44
200,15-05-2012 05:20,200,1,1,49.99,19.49,15-05-2012,05:20:02
201,15-05-2012 05:28,201,1,1,49.99,19.49,15-05-2012,05:28:05
202,15-05-2012 08:13,202,1,1,49.99,19.49,15-05-2012,08:13:34
203,15-05-2012 08:56,203,1,1,49.99,19.49,15-05-2012,08:56:05
204,15-05-2012 15:06,204,1,1,49.99,19.49,15-05-2012,15:06:45
205,15-05-2012 15:29,205,1,1,49.99,19.49,15-05-2012,15:29:52
206,15-05-2012 17:26,206,1,1,49.99,19.49,15-05-2012,17:26:16
207,16-05-2012 05:07,207,1,1,49.99,19.49,16-05-2012,05:07:43
208,16-05-2012 05:33,208,1,1,49.99,19.49,16-05-2012,05:33:50
209,17-05-2012 00:34,209,1,1,49.99,19.49,17-05-2012,00:34:13
210,17-05-2012 16:23,210,1,1,49.99,19.49,17-05-2012,16:23:20
211,17-05-2012 19:33,211,1,1,49.99,19.49,17-05-2012,19:33:38
212,18-05-2012 10:29,212,1,1,49.99,19.49,18-05-2012,10:29:28
213,18-05-2012 11:38,213,1,1,49.99,19.49,18-05-2012,11:38:07
214,18-05-2012 13:43,214,1,1,49.99,19.49,18-05-2012,13:43:00
215,18-05-2012 14:24,215,1,1,49.99,19.49,18-05-2012,14:24:34
216,19-05-2012 03:45,216,1,1,49.99,19.49,19-05-2012,03:45:52
217,20-05-2012 00:54,217,1,1,49.99,19.49,20-05-2012,00:54:14
218,20-05-2012 09:53,218,1,1,49.99,19.49,20-05-2012,09:53:49
219,20-05-2012 22:54,219,1,1,49.99,19.49,20-05-2012,22:54:22
220,20-05-2012 23:15,220,1,1,49.99,19.49,20-05-2012,23:15:35
221,20-05-2012 23:36,221,1,1,49.99,19.49,20-05-2012,23:36:57
222,21-05-2012 05:26,222,1,1,49.99,19.49,21-05-2012,05:26:35
223,21-05-2012 11:52,223,1,1,49.99,19.49,21-05-2012,11:52:18
224,21-05-2012 16:48,224,1,1,49.99,19.49,21-05-2012,16:48:12
225,21-05-2012 22:15,225,1,1,49.99,19.49,21-05-2012,22:15:20
226,22-05-2012 05:15,226,1,1,49.99,19.49,22-05-2012,05:15:47
227,22-05-2012 06:15,227,1,1,49.99,19.49,22-05-2012,06:15:19
228,22-05-2012 11:40,228,1,1,49.99,19.49,22-05-2012,11:40:48
229,22-05-2012 13:00,229,1,1,49.99,19.49,22-05-2012,13:00:49
230,22-05-2012 16:53,230,1,1,49.99,19.49,22-05-2012,16:53:01
231,23-05-2012 03:29,231,1,1,49.99,19.49,23-05-2012,03:29:12
232,23-05-2012 22:13,232,1,1,49.99,19.49,23-05-2012,22:13:43
233,23-05-2012 23:24,233,1,1,49.99,19.49,23-05-2012,23:24:06
234,24-05-2012 19:34,234,1,1,49.99,19.49,24-05-2012,19:34:52
235,24-05-2012 20:47,235,1,1,49.99,19.49,24-05-2012,20:47:20
236,25-05-2012 04:56,236,1,1,49.99,19.49,25-05-2012,04:56:43
237,25-05-2012 05:03,237,1,1,49.99,19.49,25-05-2012,05:03:31
238,25-05-2012 11:32,238,1,1,49.99,19.49,25-05-2012,11:32:25
239,25-05-2012 14:34,239,1,1,49.99,19.49,25-05-2012,14:34:54
240,25-05-2012 14:47,240,1,1,49.99,19.49,25-05-2012,14:47:19
241,25-05-2012 16:22,241,1,1,49.99,19.49,25-05-2012,16:22:45
242,26-05-2012 13:48,242,1,1,49.99,19.49,26-05-2012,13:48:44
243,26-05-2012 14:12,243,1,1,49.99,19.49,26-05-2012,14:12:31
244,26-05-2012 17:15,244,1,1,49.99,19.49,26-05-2012,17:15:58
245,27-05-2012 09:35,245,1,1,49.99,19.49,27-05-2012,09:35:20
246,27-05-2012 23:20,246,1,1,49.99,19.49,27-05-2012,23:20:09
247,28-05-2012 01:00,247,1,1,49.99,19.49,28-05-2012,01:00:08
248,28-05-2012 06:32,248,1,1,49.99,19.49,28-05-2012,06:32:53
249,28-05-2012 15:16,249,1,1,49.99,19.49,28-05-2012,15:16:53
250,29-05-2012 06:08,250,1,1,49.99,19.49,29-05-2012,06:08:15
251,29-05-2012 10:25,251,1,1,49.99,19.49,29-05-2012,10:25:35
252,29-05-2012 10:28,252,1,1,49.99,19.49,29-05-2012,10:28:05
253,29-05-2012 11:52,253,1,1,49.99,19.49,29-05-2012,11:52:28
254,29-05-2012 15:26,254,1,1,49.99,19.49,29-05-2012,15:26:24
255,29-05-2012 16:36,255,1,1,49.99,19.49,29-05-2012,16:36:43
256,29-05-2012 17:05,256,1,1,49.99,19.49,29-05-2012,17:05:01
257,29-05-2012 23:52,257,1,1,49.99,19.49,29-05-2012,23:52:45
258,30-05-2012 03:09,258,1,1,49.99,19.49,30-05-2012,03:09:09
259,30-05-2012 07:56,259,1,1,49.99,19.49,30-05-2012,07:56:12
260,30-05-2012 12:03,260,1,1,49.99,19.49,30-05-2012,12:03:14
261,30-05-2012 20:49,261,1,1,49.99,19.49,30-05-2012,20:49:37
262,30-05-2012 23:02,262,1,1,49.99,19.49,30-05-2012,23:02:24
263,31-05-2012 05:33,263,1,1,49.99,19.49,31-05-2012,05:33:03
264,31-05-2012 09:04,264,1,1,49.99,19.49,31-05-2012,09:04:38
265,31-05-2012 11:07,265,1,1,49.99,19.49,31-05-2012,11:07:52
266,31-05-2012 16:48,266,1,1,49.99,19.49,31-05-2012,16:48:56
267,31-05-2012 23:09,267,1,1,49.99,19.49,31-05-2012,23:09:54
268,01-06-2012 06:22,268,1,1,49.99,19.49,01-06-2012,06:22:07
269,01-06-2012 12:48,269,1,1,49.99,19.49,01-06-2012,12:48:56
270,01-06-2012 12:57,270,1,1,49.99,19.49,01-06-2012,12:57:29
271,01-06-2012 14:22,271,1,1,49.99,19.49,01-06-2012,14:22:14
272,01-06-2012 18:27,272,1,1,49.99,19.49,01-06-2012,18:27:57
273,01-06-2012 20:13,273,1,1,49.99,19.49,01-06-2012,20:13:43
274,02-06-2012 13:04,274,1,1,49.99,19.49,02-06-2012,13:04:20
275,02-06-2012 23:36,275,1,1,49.99,19.49,02-06-2012,23:36:33
276,03-06-2012 07:08,276,1,1,49.99,19.49,03-06-2012,07:08:32
277,03-06-2012 10:20,277,1,1,49.99,19.49,03-06-2012,10:20:20
278,03-06-2012 17:07,278,1,1,49.99,19.49,03-06-2012,17:07:33
279,03-06-2012 18:13,279,1,1,49.99,19.49,03-06-2012,18:13:27
280,04-06-2012 01:52,280,1,1,49.99,19.49,04-06-2012,01:52:42
281,04-06-2012 18:54,281,1,1,49.99,19.49,04-06-2012,18:54:32
282,05-06-2012 00:05,282,1,1,49.99,19.49,05-06-2012,00:05:08
283,05-06-2012 00:43,283,1,1,49.99,19.49,05-06-2012,00:43:45
284,05-06-2012 03:25,284,1,1,49.99,19.49,05-06-2012,03:25:52
285,05-06-2012 11:58,285,1,1,49.99,19.49,05-06-2012,11:58:32
286,05-06-2012 14:05,286,1,1,49.99,19.49,05-06-2012,14:05:13
287,06-06-2012 01:28,287,1,1,49.99,19.49,06-06-2012,01:28:55
288,06-06-2012 08:14,288,1,1,49.99,19.49,06-06-2012,08:14:09
289,06-06-2012 09:43,289,1,1,49.99,19.49,06-06-2012,09:43:17
290,06-06-2012 10:54,290,1,1,49.99,19.49,06-06-2012,10:54:47
291,06-06-2012 13:05,291,1,1,49.99,19.49,06-06-2012,13:05:33
292,06-06-2012 16:36,292,1,1,49.99,19.49,06-06-2012,16:36:33
293,06-06-2012 17:40,293,1,1,49.99,19.49,06-06-2012,17:40:07
294,06-06-2012 18:13,294,1,1,49.99,19.49,06-06-2012,18:13:18
295,07-06-2012 06:41,295,1,1,49.99,19.49,07-06-2012,06:41:57
296,07-06-2012 09:31,296,1,1,49.99,19.49,07-06-2012,09:31:47
297,07-06-2012 11:52,297,1,1,49.99,19.49,07-06-2012,11:52:01
298,07-06-2012 12:51,298,1,1,49.99,19.49,07-06-2012,12:51:42
299,07-06-2012 13:34,299,1,1,49.99,19.49,07-06-2012,13:34:27
300,07-06-2012 20:46,300,1,1,49.99,19.49,07-06-2012,20:46:55
301,08-06-2012 00:03,301,1,1,49.99,19.49,08-06-2012,00:03:33
302,08-06-2012 01:47,302,1,1,49.99,19.49,08-06-2012,01:47:40
303,08-06-2012 06:25,303,1,1,49.99,19.49,08-06-2012,06:25:01
304,08-06-2012 09:11,304,1,1,49.99,19.49,08-06-2012,09:11:42
305,08-06-2012 10:07,305,1,1,49.99,19.49,08-06-2012,10:07:24
306,08-06-2012 13:58,306,1,1,49.99,19.49,08-06-2012,13:58:12
307,09-06-2012 03:07,307,1,1,49.99,19.49,09-06-2012,03:07:43
308,09-06-2012 14:35,308,1,1,49.99,19.49,09-06-2012,14:35:34
309,09-06-2012 23:54,309,1,1,49.99,19.49,09-06-2012,23:54:32
310,10-06-2012 18:55,310,1,1,49.99,19.49,10-06-2012,18:55:21
311,10-06-2012 19:48,311,1,1,49.99,19.49,10-06-2012,19:48:05
312,10-06-2012 21:39,312,1,1,49.99,19.49,10-06-2012,21:39:55
313,11-06-2012 09:36,313,1,1,49.99,19.49,11-06-2012,09:36:20
314,11-06-2012 10:54,314,1,1,49.99,19.49,11-06-2012,10:54:00
315,11-06-2012 11:01,315,1,1,49.99,19.49,11-06-2012,11:01:26
316,11-06-2012 11:47,316,1,1,49.99,19.49,11-06-2012,11:47:49
317,11-06-2012 18:56,317,1,1,49.99,19.49,11-06-2012,18:56:38
318,12-06-2012 02:14,318,1,1,49.99,19.49,12-06-2012,02:14:58
319,12-06-2012 04:20,319,1,1,49.99,19.49,12-06-2012,04:20:51
320,12-06-2012 11:24,320,1,1,49.99,19.49,12-06-2012,11:24:59
321,12-06-2012 14:26,321,1,1,49.99,19.49,12-06-2012,14:26:12
322,12-06-2012 19:17,322,1,1,49.99,19.49,12-06-2012,19:17:57
323,13-06-2012 06:04,323,1,1,49.99,19.49,13-06-2012,06:04:27
324,13-06-2012 10:37,324,1,1,49.99,19.49,13-06-2012,10:37:39
325,13-06-2012 10:58,325,1,1,49.99,19.49,13-06-2012,10:58:10
326,13-06-2012 11:16,326,1,1,49.99,19.49,13-06-2012,11:16:36
327,13-06-2012 11:20,327,1,1,49.99,19.49,13-06-2012,11:20:33
328,13-06-2012 11:50,328,1,1,49.99,19.49,13-06-2012,11:50:45
329,13-06-2012 12:29,329,1,1,49.99,19.49,13-06-2012,12:29:01
330,13-06-2012 14:02,330,1,1,49.99,19.49,13-06-2012,14:02:27
331,13-06-2012 15:21,331,1,1,49.99,19.49,13-06-2012,15:21:05
332,13-06-2012 17:09,332,1,1,49.99,19.49,13-06-2012,17:09:12
333,14-06-2012 14:26,333,1,1,49.99,19.49,14-06-2012,14:26:25
334,15-06-2012 13:58,334,1,1,49.99,19.49,15-06-2012,13:58:14
335,15-06-2012 23:13,335,1,1,49.99,19.49,15-06-2012,23:13:12
336,16-06-2012 00:01,336,1,1,49.99,19.49,16-06-2012,00:01:59
337,16-06-2012 03:33,337,1,1,49.99,19.49,16-06-2012,03:33:59
338,16-06-2012 12:01,338,1,1,49.99,19.49,16-06-2012,12:01:25
339,17-06-2012 15:38,339,1,1,49.99,19.49,17-06-2012,15:38:35
340,17-06-2012 19:48,340,1,1,49.99,19.49,17-06-2012,19:48:58
341,17-06-2012 22:07,341,1,1,49.99,19.49,17-06-2012,22:07:17
342,17-06-2012 22:28,342,1,1,49.99,19.49,17-06-2012,22:28:00
343,18-06-2012 00:56,343,1,1,49.99,19.49,18-06-2012,00:56:42
344,18-06-2012 13:34,344,1,1,49.99,19.49,18-06-2012,13:34:15
345,18-06-2012 14:05,345,1,1,49.99,19.49,18-06-2012,14:05:16
346,18-06-2012 15:11,346,1,1,49.99,19.49,18-06-2012,15:11:43
347,18-06-2012 18:59,347,1,1,49.99,19.49,18-06-2012,18:59:55
