customer_id,total_sessions,total_orders,session_to_order_rate,total_revenue,total_cost,total_profit,customer_profit_pct,avg_order_value,first_orders,second_orders,third_orders,customer_type,customer_lifetime_days,total_items_purchased,cross_sell_orders,cross_sell_order_rate,refund_orders,total_refunded_items,refund_order_rate,refund_prone_customer
225361,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
268149,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
276516,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
290625,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
335946,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,1,1,1,1
25516,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
79542,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
102018,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
190173,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
212895,1,1,1,75.98000336,23.97999954,52.00000381,2.168473929,75.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
331770,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
354661,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
365899,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
81016,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
112197,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
134673,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
146034,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
157518,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
179994,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
256619,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
279341,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
355843,1,1,1,109.9800034,41.97999954,68.00000381,1.61981907,109.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
42373,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
91072,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
133107,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
153419,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
170399,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
203944,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
209778,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
298010,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
317492,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
58002,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
171335,1,1,1,89.98000336,31.97999954,58.00000381,1.813633666,89.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
154355,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
174667,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
179825,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
188530,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
321714,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
194149,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
219619,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,1,1,1,1
256450,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
256911,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
270774,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
293742,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
48576,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
90611,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
113840,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
254930,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
275242,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
286403,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
289566,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
72526,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
137790,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
248006,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
274060,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
287585,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
54026,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
85407,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
108221,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
184216,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
351621,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
40899,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
293496,1,1,1,89.98000336,31.97999954,58.00000381,1.813633666,89.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
327917,1,1,1,29.98999977,9.489999771,20.5,2.160168651,29.98999977,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
347399,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
74046,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
164196,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
204574,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,1,1,1,1
303967,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
326443,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,1,1,1,1
131587,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
140784,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
174129,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
206048,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
196851,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
239639,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
228278,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
338986,1,1,1,109.9800034,41.97999954,68.00000381,1.61981907,109.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
350347,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,1,1,1,1
383938,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
36462,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
258554,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
261471,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,1,1,1,1
263297,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
360695,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,1,1,1,1
152191,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
185321,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
200475,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
203346,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
285590,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,1,1,1,1
366789,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
367834,1,1,1,109.9800034,41.97999954,68.00000381,1.61981907,109.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
389603,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
47823,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
73385,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
149964,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
164949,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
195331,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
172609,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
388037,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
390954,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
218806,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
241528,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
288813,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,1,1,1,1
289812,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
260426,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
311535,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
57710,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
169340,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
177000,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
208919,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
276101,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
287462,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
268441,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
341488,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
339447,1,1,1,105.9800034,36.97999954,69.00000381,1.865873571,105.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
384768,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
367665,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
507,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
28141,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
81998,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
91318,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
213018,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
249065,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
258385,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
268962,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
348289,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
379593,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
391077,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
80355,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
105825,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
154939,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
166300,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
166423,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
168464,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
344067,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
365086,1,1,1,109.9800034,41.97999954,68.00000381,1.61981907,109.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
93190,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
122330,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
127073,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
223887,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
244276,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
300881,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
166592,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
190986,1,1,1,109.9800034,41.97999954,68.00000381,1.61981907,109.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
265816,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,1,1,1,1
254332,1,1,1,109.9800034,41.97999954,68.00000381,1.61981907,109.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
324293,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
387516,1,1,1,75.98000336,23.97999954,52.00000381,2.168473929,75.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
364917,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
145344,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
187379,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
346294,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
86804,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
214000,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
242802,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
273061,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
287754,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
298531,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
