order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd,order_time,order_date
130,51:07.0,4490,755,1,1,49.99,19.49,51:07.0,18-04-2012
131,59:44.0,4501,4423,1,1,49.99,19.49,59:44.0,18-04-2012
132,42:08.0,4531,59,1,1,49.99,19.49,42:08.0,19-04-2012
133,21:03.0,4559,4474,1,1,49.99,19.49,21:03.0,19-04-2012
134,19:40.0,4566,4480,1,1,49.99,19.49,19:40.0,19-04-2012
135,20:15.0,4567,4481,1,1,49.99,19.49,20:15.0,19-04-2012
136,02:48.0,4605,4519,1,1,49.99,19.49,02:48.0,19-04-2012
137,50:45.0,4620,4533,1,1,49.99,19.49,50:45.0,19-04-2012
138,02:15.0,4685,4590,1,1,49.99,19.49,02:15.0,20-04-2012
139,39:59.0,4770,4674,1,1,49.99,19.49,39:59.0,21-04-2012
140,01:02.0,4801,4704,1,1,49.99,19.49,01:02.0,22-04-2012
141,58:22.0,4815,4718,1,1,49.99,19.49,58:22.0,22-04-2012
142,22:31.0,4828,4728,1,1,49.99,19.49,22:31.0,22-04-2012
143,07:52.0,4878,4774,1,1,49.99,19.49,07:52.0,23-04-2012
144,27:53.0,4881,4777,1,1,49.99,19.49,27:53.0,23-04-2012
145,31:17.0,4889,4785,1,1,49.99,19.49,31:17.0,23-04-2012
146,12:15.0,4923,2368,1,1,49.99,19.49,12:15.0,23-04-2012
147,59:07.0,4943,4832,1,1,49.99,19.49,59:07.0,23-04-2012
148,39:58.0,4951,4840,1,1,49.99,19.49,39:58.0,23-04-2012
149,57:17.0,4952,3291,1,1,49.99,19.49,57:17.0,23-04-2012
150,22:17.0,5054,4933,1,1,49.99,19.49,22:17.0,24-04-2012
151,13:26.0,5065,210,1,1,49.99,19.49,13:26.0,24-04-2012
152,05:32.0,5151,13,1,1,49.99,19.49,05:32.0,25-04-2012
153,35:59.0,5252,5116,1,1,49.99,19.49,35:59.0,26-04-2012
154,43:19.0,5270,5134,1,1,49.99,19.49,43:19.0,26-04-2012
155,22:55.0,5292,5154,1,1,49.99,19.49,22:55.0,26-04-2012
156,22:32.0,5297,5158,1,1,49.99,19.49,22:32.0,27-04-2012
157,42:18.0,5386,5243,1,1,49.99,19.49,42:18.0,27-04-2012
158,58:56.0,5458,5312,1,1,49.99,19.49,58:56.0,29-04-2012
159,14:59.0,5538,5387,1,1,49.99,19.49,14:59.0,30-04-2012
160,50:09.0,5619,5461,1,1,49.99,19.49,50:09.0,01-05-2012
161,34:08.0,5650,5488,1,1,49.99,19.49,34:08.0,01-05-2012
162,20:19.0,5654,876,1,1,49.99,19.49,20:19.0,01-05-2012
163,10:41.0,5663,4038,1,1,49.99,19.49,10:41.0,01-05-2012
164,25:31.0,5705,5539,1,1,49.99,19.49,25:31.0,01-05-2012
165,50:21.0,5820,5640,1,1,49.99,19.49,50:21.0,02-05-2012
166,56:44.0,5830,5649,1,1,49.99,19.49,56:44.0,02-05-2012
167,15:10.0,5870,5688,1,1,49.99,19.49,15:10.0,02-05-2012
168,24:00.0,5873,5691,1,1,49.99,19.49,24:00.0,02-05-2012
169,03:53.0,5925,3057,1,1,49.99,19.49,03:53.0,03-05-2012
170,40:22.0,5927,2617,1,1,49.99,19.49,40:22.0,03-05-2012
171,19:38.0,5976,5788,1,1,49.99,19.49,19:38.0,03-05-2012
172,24:32.0,5987,5797,1,1,49.99,19.49,24:32.0,03-05-2012
173,52:58.0,6017,5824,1,1,49.99,19.49,52:58.0,03-05-2012
174,22:36.0,6036,5840,1,1,49.99,19.49,22:36.0,04-05-2012
175,24:35.0,6056,5858,1,1,49.99,19.49,24:35.0,04-05-2012
176,56:05.0,6123,5918,1,1,49.99,19.49,56:05.0,04-05-2012
177,59:05.0,6481,6237,1,1,49.99,19.49,59:05.0,08-05-2012
178,18:21.0,6487,6242,1,1,49.99,19.49,18:21.0,08-05-2012
179,00:09.0,6536,6288,1,1,49.99,19.49,00:09.0,09-05-2012
180,40:07.0,6539,6291,1,1,49.99,19.49,40:07.0,09-05-2012
181,04:41.0,6562,6313,1,1,49.99,19.49,04:41.0,09-05-2012
182,16:50.0,6571,6322,1,1,49.99,19.49,16:50.0,09-05-2012
183,36:25.0,6603,6352,1,1,49.99,19.49,36:25.0,09-05-2012
184,59:36.0,6614,2020,1,1,49.99,19.49,59:36.0,09-05-2012
185,01:21.0,6629,6374,1,1,49.99,19.49,01:21.0,09-05-2012
186,41:14.0,6637,6381,1,1,49.99,19.49,41:14.0,09-05-2012
187,54:16.0,6692,6433,1,1,49.99,19.49,54:16.0,10-05-2012
188,45:17.0,6765,6500,1,1,49.99,19.49,45:17.0,10-05-2012
189,29:58.0,6781,6515,1,1,49.99,19.49,29:58.0,10-05-2012
190,10:14.0,6836,6565,1,1,49.99,19.49,10:14.0,11-05-2012
191,06:01.0,6889,5115,1,1,49.99,19.49,06:01.0,11-05-2012
192,20:08.0,6927,6648,1,1,49.99,19.49,20:08.0,11-05-2012
193,44:15.0,6993,6711,1,1,49.99,19.49,44:15.0,12-05-2012
194,21:23.0,7018,6732,1,1,49.99,19.49,21:23.0,13-05-2012
195,56:25.0,7035,6747,1,1,49.99,19.49,56:25.0,13-05-2012
196,04:33.0,7042,6754,1,1,49.99,19.49,04:33.0,13-05-2012
197,33:40.0,7140,3659,1,1,49.99,19.49,33:40.0,14-05-2012
198,51:18.0,7144,6841,1,1,49.99,19.49,51:18.0,14-05-2012
199,20:44.0,7175,6869,1,1,49.99,19.49,20:44.0,15-05-2012
200,20:02.0,7178,3123,1,1,49.99,19.49,20:02.0,15-05-2012
201,28:05.0,7179,6872,1,1,49.99,19.49,28:05.0,15-05-2012
202,13:34.0,7188,6880,1,1,49.99,19.49,13:34.0,15-05-2012
203,56:05.0,7191,6882,1,1,49.99,19.49,56:05.0,15-05-2012
204,06:45.0,7240,6929,1,1,49.99,19.49,06:45.0,15-05-2012
205,29:52.0,7245,872,1,1,49.99,19.49,29:52.0,15-05-2012
206,26:16.0,7263,6948,1,1,49.99,19.49,26:16.0,15-05-2012
207,07:43.0,7311,6994,1,1,49.99,19.49,07:43.0,16-05-2012
208,33:50.0,7312,6995,1,1,49.99,19.49,33:50.0,16-05-2012
209,34:13.0,7421,7097,1,1,49.99,19.49,34:13.0,17-05-2012
210,23:20.0,7507,7176,1,1,49.99,19.49,23:20.0,17-05-2012
211,33:38.0,7528,7195,1,1,49.99,19.49,33:38.0,17-05-2012
212,29:28.0,7577,4607,1,1,49.99,19.49,29:28.0,18-05-2012
213,38:07.0,7590,7248,1,1,49.99,19.49,38:07.0,18-05-2012
214,43:00.0,7597,3264,1,1,49.99,19.49,43:00.0,18-05-2012
215,24:34.0,7604,7260,1,1,49.99,19.49,24:34.0,18-05-2012
216,45:52.0,7663,7314,1,1,49.99,19.49,45:52.0,19-05-2012
217,54:14.0,7710,7355,1,1,49.99,19.49,54:14.0,20-05-2012
218,53:49.0,7734,7379,1,1,49.99,19.49,53:49.0,20-05-2012
219,54:22.0,7787,7425,1,1,49.99,19.49,54:22.0,20-05-2012
220,15:35.0,7792,7430,1,1,49.99,19.49,15:35.0,20-05-2012
221,36:57.0,7795,7432,1,1,49.99,19.49,36:57.0,20-05-2012
222,26:35.0,7820,7455,1,1,49.99,19.49,26:35.0,21-05-2012
223,52:18.0,7864,7498,1,1,49.99,19.49,52:18.0,21-05-2012
224,48:12.0,7906,7533,1,1,49.99,19.49,48:12.0,21-05-2012
225,15:20.0,7947,7569,1,1,49.99,19.49,15:20.0,21-05-2012
226,15:47.0,7973,7594,1,1,49.99,19.49,15:47.0,22-05-2012
227,15:19.0,7978,7599,1,1,49.99,19.49,15:19.0,22-05-2012
228,40:48.0,8001,4430,1,1,49.99,19.49,40:48.0,22-05-2012
229,00:49.0,8011,7630,1,1,49.99,19.49,00:49.0,22-05-2012
230,53:01.0,8060,1997,1,1,49.99,19.49,53:01.0,22-05-2012
231,29:12.0,8130,7735,1,1,49.99,19.49,29:12.0,23-05-2012
232,13:43.0,8265,4098,1,1,49.99,19.49,13:43.0,23-05-2012
233,24:06.0,8272,7867,1,1,49.99,19.49,24:06.0,23-05-2012
234,34:52.0,8435,8016,1,1,49.99,19.49,34:52.0,24-05-2012
235,47:20.0,8447,8026,1,1,49.99,19.49,47:20.0,24-05-2012
236,56:43.0,8479,8053,1,1,49.99,19.49,56:43.0,25-05-2012
237,03:31.0,8480,8054,1,1,49.99,19.49,03:31.0,25-05-2012
238,32:25.0,8519,8090,1,1,49.99,19.49,32:25.0,25-05-2012
239,34:54.0,8543,8114,1,1,49.99,19.49,34:54.0,25-05-2012
240,47:19.0,8546,8116,1,1,49.99,19.49,47:19.0,25-05-2012
241,22:45.0,8569,8136,1,1,49.99,19.49,22:45.0,25-05-2012
242,48:44.0,8642,8202,1,1,49.99,19.49,48:44.0,26-05-2012
243,12:31.0,8643,8203,1,1,49.99,19.49,12:31.0,26-05-2012
244,15:58.0,8656,8216,1,1,49.99,19.49,15:58.0,26-05-2012
245,35:20.0,8694,8250,1,1,49.99,19.49,35:20.0,27-05-2012
246,20:09.0,8738,8289,1,1,49.99,19.49,20:09.0,27-05-2012
247,00:08.0,8748,8299,1,1,49.99,19.49,00:08.0,28-05-2012
248,32:53.0,8766,8314,1,1,49.99,19.49,32:53.0,28-05-2012
249,16:53.0,8810,8353,1,1,49.99,19.49,16:53.0,28-05-2012
250,08:15.0,8874,8409,1,1,49.99,19.49,08:15.0,29-05-2012
251,25:35.0,8903,8436,1,1,49.99,19.49,25:35.0,29-05-2012
252,28:05.0,8905,8438,1,1,49.99,19.49,28:05.0,29-05-2012
253,52:28.0,8921,8453,1,1,49.99,19.49,52:28.0,29-05-2012
254,26:24.0,8953,8484,1,1,49.99,19.49,26:24.0,29-05-2012
255,36:43.0,8963,8493,1,1,49.99,19.49,36:43.0,29-05-2012
256,05:01.0,8971,8501,1,1,49.99,19.49,05:01.0,29-05-2012
257,52:45.0,9020,8548,1,1,49.99,19.49,52:45.0,29-05-2012
258,09:09.0,9032,8559,1,1,49.99,19.49,09:09.0,30-05-2012
259,56:12.0,9042,8567,1,1,49.99,19.49,56:12.0,30-05-2012
260,03:14.0,9073,8594,1,1,49.99,19.49,03:14.0,30-05-2012
261,49:37.0,9166,8676,1,1,49.99,19.49,49:37.0,30-05-2012
262,02:24.0,9176,8684,1,1,49.99,19.49,02:24.0,30-05-2012
263,33:03.0,9193,8701,1,1,49.99,19.49,33:03.0,31-05-2012
264,04:38.0,9216,8721,1,1,49.99,19.49,04:38.0,31-05-2012
265,07:52.0,9240,7771,1,1,49.99,19.49,07:52.0,31-05-2012
266,48:56.0,9294,8792,1,1,49.99,19.49,48:56.0,31-05-2012
267,09:54.0,9342,8836,1,1,49.99,19.49,09:54.0,31-05-2012
268,22:07.0,9363,8855,1,1,49.99,19.49,22:07.0,01-06-2012
269,48:56.0,9412,8898,1,1,49.99,19.49,48:56.0,01-06-2012
270,57:29.0,9413,8899,1,1,49.99,19.49,57:29.0,01-06-2012
271,22:14.0,9428,8911,1,1,49.99,19.49,22:14.0,01-06-2012
272,27:57.0,9460,8941,1,1,49.99,19.49,27:57.0,01-06-2012
273,13:43.0,9467,8948,1,1,49.99,19.49,13:43.0,01-06-2012
274,04:20.0,9514,8992,1,1,49.99,19.49,04:20.0,02-06-2012
275,36:33.0,9547,9022,1,1,49.99,19.49,36:33.0,02-06-2012
276,08:32.0,9562,9033,1,1,49.99,19.49,08:32.0,03-06-2012
277,20:20.0,9568,9038,1,1,49.99,19.49,20:20.0,03-06-2012
278,07:33.0,9590,4154,1,1,49.99,19.49,07:33.0,03-06-2012
279,13:27.0,9592,9057,1,1,49.99,19.49,13:27.0,03-06-2012
280,52:42.0,9617,9082,1,1,49.99,19.49,52:42.0,04-06-2012
281,54:32.0,9735,9182,1,1,49.99,19.49,54:32.0,04-06-2012
282,05:08.0,9765,9209,1,1,49.99,19.49,05:08.0,05-06-2012
283,43:45.0,9769,9213,1,1,49.99,19.49,43:45.0,05-06-2012
284,25:52.0,9779,9222,1,1,49.99,19.49,25:52.0,05-06-2012
285,58:32.0,9819,9259,1,1,49.99,19.49,58:32.0,05-06-2012
286,05:13.0,9849,9284,1,1,49.99,19.49,05:13.0,05-06-2012
287,28:55.0,9915,9342,1,1,49.99,19.49,28:55.0,06-06-2012
288,14:09.0,9932,9357,1,1,49.99,19.49,14:09.0,06-06-2012
289,43:17.0,9942,9364,1,1,49.99,19.49,43:17.0,06-06-2012
290,54:47.0,9954,9374,1,1,49.99,19.49,54:47.0,06-06-2012
291,05:33.0,9989,9406,1,1,49.99,19.49,05:33.0,06-06-2012
292,36:33.0,10020,9433,1,1,49.99,19.49,36:33.0,06-06-2012
293,40:07.0,10033,9446,1,1,49.99,19.49,40:07.0,06-06-2012
294,13:18.0,10041,9454,1,1,49.99,19.49,13:18.0,06-06-2012
295,41:57.0,10105,9509,1,1,49.99,19.49,41:57.0,07-06-2012
296,31:47.0,10122,9525,1,1,49.99,19.49,31:47.0,07-06-2012
297,52:01.0,10151,9553,1,1,49.99,19.49,52:01.0,07-06-2012
298,51:42.0,10167,9567,1,1,49.99,19.49,51:42.0,07-06-2012
299,34:27.0,10177,9576,1,1,49.99,19.49,34:27.0,07-06-2012
300,46:55.0,10244,9640,1,1,49.99,19.49,46:55.0,07-06-2012
301,03:33.0,10265,9658,1,1,49.99,19.49,03:33.0,08-06-2012
302,47:40.0,10269,6616,1,1,49.99,19.49,47:40.0,08-06-2012
303,25:01.0,10277,9669,1,1,49.99,19.49,25:01.0,08-06-2012
304,11:42.0,10291,9681,1,1,49.99,19.49,11:42.0,08-06-2012
305,07:24.0,10300,9689,1,1,49.99,19.49,07:24.0,08-06-2012
306,58:12.0,10335,9721,1,1,49.99,19.49,58:12.0,08-06-2012
307,07:43.0,10411,9788,1,1,49.99,19.49,07:43.0,09-06-2012
308,35:34.0,10442,9816,1,1,49.99,19.49,35:34.0,09-06-2012
309,54:32.0,10468,9836,1,1,49.99,19.49,54:32.0,09-06-2012
310,55:21.0,10517,9881,1,1,49.99,19.49,55:21.0,10-06-2012
311,48:05.0,10518,9882,1,1,49.99,19.49,48:05.0,10-06-2012
312,39:55.0,10526,3428,1,1,49.99,19.49,39:55.0,10-06-2012
313,36:20.0,10575,9933,1,1,49.99,19.49,36:20.0,11-06-2012
314,54:00.0,10591,7271,1,1,49.99,19.49,54:00.0,11-06-2012
315,01:26.0,10600,9955,1,1,49.99,19.49,01:26.0,11-06-2012
316,47:49.0,10605,9959,1,1,49.99,19.49,47:49.0,11-06-2012
317,56:38.0,10674,3561,1,1,49.99,19.49,56:38.0,11-06-2012
318,14:58.0,10719,10065,1,1,49.99,19.49,14:58.0,12-06-2012
319,20:51.0,10721,10067,1,1,49.99,19.49,20:51.0,12-06-2012
320,24:59.0,10752,10094,1,1,49.99,19.49,24:59.0,12-06-2012
321,26:12.0,10787,10124,1,1,49.99,19.49,26:12.0,12-06-2012
322,17:57.0,10837,10172,1,1,49.99,19.49,17:57.0,12-06-2012
323,04:27.0,10886,10216,1,1,49.99,19.49,04:27.0,13-06-2012
324,37:39.0,10918,10246,1,1,49.99,19.49,37:39.0,13-06-2012
325,58:10.0,10922,10250,1,1,49.99,19.49,58:10.0,13-06-2012
326,16:36.0,10927,10254,1,1,49.99,19.49,16:36.0,13-06-2012
327,20:33.0,10926,10253,1,1,49.99,19.49,20:33.0,13-06-2012
328,50:45.0,10937,10264,1,1,49.99,19.49,50:45.0,13-06-2012
329,29:01.0,10946,10272,1,1,49.99,19.49,29:01.0,13-06-2012
330,02:27.0,10971,8333,1,1,49.99,19.49,02:27.0,13-06-2012
331,21:05.0,10985,10306,1,1,49.99,19.49,21:05.0,13-06-2012
332,09:12.0,11007,7350,1,1,49.99,19.49,09:12.0,13-06-2012
333,26:25.0,11154,10459,1,1,49.99,19.49,26:25.0,14-06-2012
334,58:14.0,11322,3736,1,1,49.99,19.49,58:14.0,15-06-2012
335,13:12.0,11386,10668,1,1,49.99,19.49,13:12.0,15-06-2012
336,01:59.0,11389,10671,1,1,49.99,19.49,01:59.0,16-06-2012
337,33:59.0,11397,10678,1,1,49.99,19.49,33:59.0,16-06-2012
338,01:25.0,11418,10699,1,1,49.99,19.49,01:25.0,16-06-2012
339,38:35.0,11502,10775,1,1,49.99,19.49,38:35.0,17-06-2012
340,48:58.0,11520,10791,1,1,49.99,19.49,48:58.0,17-06-2012
341,07:17.0,11530,10799,1,1,49.99,19.49,07:17.0,17-06-2012
342,28:00.0,11531,10800,1,1,49.99,19.49,28:00.0,17-06-2012
343,56:42.0,11543,10812,1,1,49.99,19.49,56:42.0,18-06-2012
344,34:15.0,11616,10876,1,1,49.99,19.49,34:15.0,18-06-2012
345,05:16.0,11618,10878,1,1,49.99,19.49,05:16.0,18-06-2012
346,11:43.0,11629,10889,1,1,49.99,19.49,11:43.0,18-06-2012
347,59:55.0,11657,10913,1,1,49.99,19.49,59:55.0,18-06-2012
348,48:03.0,11670,10924,1,1,49.99,19.49,48:03.0,18-06-2012
349,57:16.0,11677,10931,1,1,49.99,19.49,57:16.0,18-06-2012
350,32:52.0,11729,10975,1,1,49.99,19.49,32:52.0,19-06-2012
351,18:16.0,11739,10984,1,1,49.99,19.49,18:16.0,19-06-2012
352,30:33.0,11756,10998,1,1,49.99,19.49,30:33.0,19-06-2012
353,52:26.0,11762,11003,1,1,49.99,19.49,52:26.0,19-06-2012
354,48:25.0,11801,10235,1,1,49.99,19.49,48:25.0,19-06-2012
355,11:05.0,11835,11071,1,1,49.99,19.49,11:05.0,19-06-2012
356,33:35.0,11917,11148,1,1,49.99,19.49,33:35.0,20-06-2012
357,50:01.0,11946,11176,1,1,49.99,19.49,50:01.0,20-06-2012
358,47:06.0,11957,11187,1,1,49.99,19.49,47:06.0,20-06-2012
